fir_id,station_id,date_registered,crime_type,incident_location,status,details
4761,135,2024-10-20 18:35:17,Human Trafficking,"750, DLF Phase, Bhopal - 832140",Closed - Untraced,"Fraud case involving fake documents and financial transactions worth Rs. 1,223,270."
4762,14,2023-01-08 18:24:00,Rape,"92, Electronic City, Shimla - 703337",Closed - Untraced,"Assault case filed with medical evidence submitted, victim hospitalized for 14 days."
4763,44,2023-09-17 06:09:21,Phishing,"693, Powai, Rajkot - 499239",Closed - Final Report,"Vehicle theft case with registration number TN-52-AC-5964, CCTV footage available."
4764,58,2024-01-19 19:09:01,Vehicle Theft,"716, Brigade Road, Jabalpur - 689114",Pending Investigation,"Assault case filed with medical evidence submitted, victim hospitalized for 4 days."
4765,98,2025-02-12 17:19:05,Arms Trafficking,"68, OMR, Srinagar - 834056",Registered,"Money laundering investigation with suspicious transactions totaling Rs. 84,306."
4766,114,2023-11-23 12:15:51,Terrorism,"817, Indiranagar, Guwahati - 911340",Registered,"Money laundering investigation with suspicious transactions totaling Rs. 1,762,358."
4767,20,2025-03-23 23:09:28,Acid Attack,"236, MG Road Gurgaon, Kolkata - 229842",Under Investigation,"Tax evasion case with undisclosed income of Rs. 1,872,830 detected."
4768,95,2024-12-15 03:43:09,Environmental Crime,"329, Vasant Kunj, Pune - 230415",Pending Investigation,Arms trafficking case with recovery of 45 illegal firearms and ammunition.
4769,55,2022-10-29 18:59:38,Insurance Fraud,"318, Rajarhat, Chandigarh - 337307",Pending Investigation,Cyberstalking case with digital evidence including 50 pieces of documentation.
4770,52,2023-10-09 02:24:37,Elder Abuse,"255, MG Road, Meerut - 472127",Charge Sheet Filed,"Burglary at commercial establishment during night hours, property worth Rs. 4,343,278 stolen."
4771,94,2023-08-17 05:58:36,Sedition,"882, MG Road Gurgaon, Trivandrum - 146808",Registered,"Vehicle theft case with registration number KA-51-AB-9758, CCTV footage available."
4772,117,2023-11-25 07:43:30,Terrorism,"587, Juhu, Hyderabad - 655419",Closed - Untraced,Land grabbing case involving 88 acres of disputed property.
4773,12,2023-12-04 16:29:40,Counterfeiting,"303, Velachery, Kota - 507153",Charge Sheet Filed,"Vehicle theft case with registration number KA-82-AB-5751, CCTV footage available."
4774,110,2025-05-26 14:48:09,Corruption,"256, Sector 18, Kochi - 349598",Charge Sheet Filed,Human trafficking case involving 2 victims rescued from illegal operations.
4775,40,2024-05-25 05:10:36,Money Laundering,"460, Lajpat Nagar, Dehradun - 454190",Closed - Untraced,"Fraud case involving fake documents and financial transactions worth Rs. 1,143,239."
4776,65,2024-01-28 01:00:02,Arms Trafficking,"110, Porur, Trivandrum - 990719",Closed - Untraced,"Chain snatching incident in busy market area during peak hours, 14 witnesses present."
4777,131,2024-10-14 04:34:26,Elder Abuse,"836, Marathahalli, Gwalior - 293158",Registered,"Chain snatching incident in busy market area during peak hours, 10 witnesses present."
4778,116,2023-04-12 15:28:55,Online Harassment,"143, Whitefield, Ranchi - 192895",Pending Investigation,Human trafficking case involving 19 victims rescued from illegal operations.
4779,55,2025-06-19 11:06:57,Burglary,"451, Saket, Indore - 909583",Closed - Untraced,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 3,499,204."
4780,101,2023-08-30 11:13:07,Environmental Crime,"794, New Town, Patna - 563206",Closed - Untraced,"Counterfeiting case with fake currency notes worth Rs. 237,720 seized."
4781,54,2023-07-10 05:41:02,Hacking,"259, Koramangala, Mumbai - 567358",Registered,Land grabbing case involving 25 acres of disputed property.
4782,47,2025-09-27 15:07:52,Robbery,"880, Powai, Nagpur - 494580",Registered,"Corruption case against public official, bribe amount Rs. 559,999 involved."
4783,52,2025-06-04 01:42:22,Cyberstalking,"720, Ballygunge, Jabalpur - 523600",Charge Sheet Filed,"Domestic violence incident reported by victim's family, ongoing harassment documented."
4784,148,2023-03-26 08:41:48,Tax Evasion,"421, Ballygunge, Jodhpur - 344704",Closed - Final Report,"Chain snatching incident in busy market area during peak hours, 1 witnesses present."
4785,60,2023-05-30 10:55:58,Gambling,"91, Park Street, Surat - 886525",Closed - Final Report,"Burglary at commercial establishment during night hours, property worth Rs. 669,173 stolen."
4786,126,2025-01-06 00:18:38,Robbery,"658, Saket, Jabalpur - 308609",Registered,Human trafficking case involving 13 victims rescued from illegal operations.
4787,121,2024-11-05 10:54:46,Theft,"128, Connaught Place, Kolkata - 731975",Charge Sheet Filed,"Corruption case against public official, bribe amount Rs. 4,605,746 involved."
4788,77,2022-02-12 06:27:53,Gambling,"25, MG Road, Kochi - 488613",Closed - Untraced,Robbery incident reported with 4 suspects involved using weapons.
4789,76,2024-01-06 20:28:40,Theft,"77, Andheri, Jabalpur - 621738",Pending Investigation,"Vehicle theft case with registration number DL-58-AC-1032, CCTV footage available."
4790,74,2023-03-11 12:56:16,Bribery,"46, Malleswaram, Jammu - 264871",Pending Investigation,Arms trafficking case with recovery of 100 illegal firearms and ammunition.
4791,120,2021-06-16 21:42:30,Elder Abuse,"758, Dadar, Ujjain - 893098",Pending Investigation,"Corruption case against public official, bribe amount Rs. 4,485,407 involved."
4792,36,2022-05-08 00:49:46,Rape,"54, Velachery, Bangalore - 105104",Closed - Untraced,"Burglary at commercial establishment during night hours, property worth Rs. 2,282,683 stolen."
4793,9,2025-02-16 02:30:50,Acid Attack,"519, Pitampura, Nashik - 916547",Under Investigation,"Counterfeiting case with fake currency notes worth Rs. 1,451,076 seized."
4794,72,2023-05-24 02:01:06,Phishing,"895, Nehru Place, Surat - 822391",Closed - Untraced,"Chain snatching incident in busy market area during peak hours, 14 witnesses present."
4795,51,2023-11-02 07:02:35,Honor Killing,"509, Porur, Jaipur - 387808",Charge Sheet Filed,"Vehicle theft case with registration number MH-62-AA-8754, CCTV footage available."
4796,84,2023-11-17 17:49:35,Theft,"545, Pitampura, Jabalpur - 830037",Pending Investigation,"Insurance fraud case with fraudulent claims worth Rs. 1,760,831."
4797,144,2025-08-28 15:32:15,Property Dispute,"581, OMR, Srinagar - 485641",Closed - Untraced,"Cyber crime involving online fraud and identity theft, 4,044,235 transferred illegally."
4798,43,2021-10-17 00:37:52,Forgery,"803, Howrah, Noida - 158834",Registered,Environmental crime case involving illegal dumping of 86 tons of waste.
4799,4,2021-03-15 19:09:12,Domestic Violence,"827, Malleswaram, Nashik - 438440",Pending Investigation,"Cyber crime involving online fraud and identity theft, 4,232,098 transferred illegally."
4800,117,2024-03-07 15:06:48,Tax Evasion,"584, Connaught Place, Kota - 840045",Closed - Final Report,Robbery incident reported with 2 suspects involved using weapons.
4801,64,2024-03-02 03:27:14,Piracy,"819, Golf Course Road, Gwalior - 457739",Under Investigation,"Vehicle theft case with registration number GJ-31-AD-5233, CCTV footage available."
4802,60,2022-12-28 17:06:32,Money Laundering,"15, Connaught Place, Gwalior - 655183",Registered,"Domestic violence incident reported by victim's family, ongoing harassment documented."
4803,67,2025-09-18 03:55:34,Robbery,"604, Ballygunge, Bhopal - 976531",Charge Sheet Filed,"Corruption case against public official, bribe amount Rs. 3,943,480 involved."
4804,17,2022-08-18 03:43:49,Identity Theft,"174, New Town, Ajmer - 728108",Under Investigation,Robbery incident reported with 3 suspects involved using weapons.
4805,96,2020-10-09 03:13:27,Rioting,"906, Salt Lake, Bangalore - 211827",Charge Sheet Filed,"Fraud case involving fake documents and financial transactions worth Rs. 3,437,511."
4806,56,2024-03-04 14:06:29,Human Trafficking,"785, Bandra, Chandigarh - 163643",Charge Sheet Filed,"Assault case filed with medical evidence submitted, victim hospitalized for 1 days."
4807,60,2023-05-19 02:50:49,Robbery,"940, Koramangala, Kalyan-Dombivali - 324691",Under Investigation,"Fraud case involving fake documents and financial transactions worth Rs. 920,622."
4808,127,2024-09-27 16:33:58,Arms Trafficking,"909, Esplanade, Patna - 116327",Closed - Untraced,Cyberstalking case with digital evidence including 23 pieces of documentation.
4809,12,2023-08-26 12:00:17,Cyberstalking,"548, HSR Layout, Chandigarh - 104212",Charge Sheet Filed,"Fraud case involving fake documents and financial transactions worth Rs. 4,706,809."
4810,139,2025-09-01 07:49:14,Kidnapping,"725, Salt Lake, Noida - 554883",Pending Investigation,Human trafficking case involving 10 victims rescued from illegal operations.
4811,128,2025-01-21 23:32:39,Identity Theft,"682, Sohna Road, Guwahati - 766428",Closed - Untraced,"Vehicle theft case with registration number TN-37-AA-3148, CCTV footage available."
4812,98,2023-11-21 08:53:39,Cheating,"84, T Nagar, Srinagar - 118312",Charge Sheet Filed,"Assault case filed with medical evidence submitted, victim hospitalized for 17 days."
4813,105,2022-07-22 16:52:10,Drug Trafficking,"959, Vasant Kunj, Noida - 328664",Charge Sheet Filed,"Insurance fraud case with fraudulent claims worth Rs. 2,399,947."
4814,78,2023-04-12 22:31:39,Burglary,"750, Cyber City, Ranchi - 419427",Registered,Drug trafficking case with 13 kg of contraband substances recovered.
4815,42,2025-06-12 17:33:41,Rape,"239, Velachery, Patna - 580780",Under Investigation,Robbery incident reported with 6 suspects involved using weapons.
4816,105,2021-12-22 21:54:51,Kidnapping,"113, Salt Lake, Kanpur - 559930",Under Investigation,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 3,157,280."
4817,121,2024-04-03 12:48:38,Insurance Fraud,"849, Lajpat Nagar, Jodhpur - 918545",Under Investigation,"Assault case filed with medical evidence submitted, victim hospitalized for 7 days."
4818,96,2023-07-13 07:45:29,Counterfeiting,"879, Park Street, Ghaziabad - 755011",Closed - Final Report,"Tax evasion case with undisclosed income of Rs. 2,686,052 detected."
4819,24,2023-04-18 14:22:00,Drug Trafficking,"359, Hennur, Ahmedabad - 125442",Pending Investigation,"Domestic violence incident reported by victim's family, ongoing harassment documented."
4820,89,2024-02-24 22:45:35,Smuggling,"910, Velachery, Jammu - 879551",Closed - Untraced,Drug trafficking case with 40 kg of contraband substances recovered.
4821,62,2025-05-10 06:44:56,Money Laundering,"49, Laxmi Nagar, Raipur - 643305",Charge Sheet Filed,"Fraud case involving fake documents and financial transactions worth Rs. 1,896,418."
4822,92,2024-01-28 03:22:18,Child Abuse,"408, Cyber City, Meerut - 755458",Pending Investigation,Cyberstalking case with digital evidence including 41 pieces of documentation.
4823,57,2021-09-16 10:52:27,Piracy,"744, Juhu, Chandigarh - 698467",Under Investigation,"Vehicle theft case with registration number DL-14-AD-4752, CCTV footage available."
4824,136,2024-08-21 03:17:57,Acid Attack,"241, MG Road, Gwalior - 205206",Charge Sheet Filed,"Cyber crime involving online fraud and identity theft, 1,872,392 transferred illegally."
4825,96,2024-01-31 10:29:14,Cyberstalking,"437, Salt Lake, Jammu - 899345",Closed - Final Report,Cyberstalking case with digital evidence including 37 pieces of documentation.
4826,107,2021-01-03 02:09:40,Counterfeiting,"490, Cyber City, Agra - 317127",Pending Investigation,Human trafficking case involving 13 victims rescued from illegal operations.
4827,55,2025-08-28 06:32:31,Kidnapping,"817, ECR, Kochi - 544671",Registered,"Domestic violence incident reported by victim's family, ongoing harassment documented."
4828,24,2022-01-25 21:04:55,Murder,"92, Rohini, Meerut - 841273",Closed - Final Report,"Money laundering investigation with suspicious transactions totaling Rs. 929,847."
4829,36,2024-02-08 00:21:23,Hacking,"829, DLF Phase, Kochi - 634333",Pending Investigation,"Corruption case against public official, bribe amount Rs. 1,555,732 involved."
4830,105,2024-03-28 18:30:21,Land Grabbing,"301, Laxmi Nagar, Bhubaneswar - 232332",Under Investigation,"Corruption case against public official, bribe amount Rs. 337,308 involved."
4831,95,2025-02-25 15:13:39,Smuggling,"849, Powai, Nagpur - 507828",Charge Sheet Filed,Drug trafficking case with 48 kg of contraband substances recovered.
4832,133,2024-02-21 11:35:34,Human Trafficking,"595, Rohini, Hyderabad - 772854",Charge Sheet Filed,"Fraud case involving fake documents and financial transactions worth Rs. 1,100,649."
4833,68,2023-10-26 05:08:49,Sedition,"44, Connaught Place, Delhi - 649971",Registered,"Counterfeiting case with fake currency notes worth Rs. 676,531 seized."
4834,43,2024-01-11 13:05:04,Counterfeiting,"774, Sector 18, Dehradun - 999214",Closed - Final Report,Robbery incident reported with 7 suspects involved using weapons.
4835,11,2023-11-06 06:30:27,Murder,"248, Dadar, Kochi - 737656",Registered,"Money laundering investigation with suspicious transactions totaling Rs. 188,383."
4836,57,2024-08-17 15:47:40,Bank Fraud,"281, Esplanade, Shimla - 564634",Under Investigation,"Money laundering investigation with suspicious transactions totaling Rs. 4,373,073."
4837,72,2023-08-12 01:49:58,Rape,"561, Banashankari, Dehradun - 642886",Closed - Untraced,Cyberstalking case with digital evidence including 12 pieces of documentation.
4838,44,2022-12-31 23:02:36,Honor Killing,"332, Ballygunge, Surat - 603111",Under Investigation,Robbery incident reported with 3 suspects involved using weapons.
4839,94,2023-05-04 06:41:05,Extortion,"127, Whitefield, Hyderabad - 125025",Closed - Untraced,"Vehicle theft case with registration number KA-14-AD-8729, CCTV footage available."
4840,104,2025-07-08 09:29:32,Honor Killing,"618, Church Street, Kochi - 487081",Registered,"Tax evasion case with undisclosed income of Rs. 3,715,565 detected."
4841,63,2023-10-27 06:40:03,Assault,"368, Bandra, Chennai - 856766",Charge Sheet Filed,"Burglary at commercial establishment during night hours, property worth Rs. 1,027,691 stolen."
4842,99,2023-09-05 18:52:10,Piracy,"30, Borivali, Kalyan-Dombivali - 428547",Charge Sheet Filed,"Assault case filed with medical evidence submitted, victim hospitalized for 16 days."
4843,73,2024-12-20 16:40:18,Burglary,"641, Andheri, Kanpur - 554404",Under Investigation,Robbery incident reported with 4 suspects involved using weapons.
4844,111,2023-03-04 22:30:08,Money Laundering,"697, Lajpat Nagar, Lucknow - 683469",Pending Investigation,Cyberstalking case with digital evidence including 47 pieces of documentation.
4845,3,2021-07-14 21:31:13,Property Dispute,"323, Vasant Kunj, Visakhapatnam - 517857",Closed - Untraced,"Chain snatching incident in busy market area during peak hours, 2 witnesses present."
4846,10,2022-05-10 02:00:20,Insurance Fraud,"159, MG Road Gurgaon, Nashik - 983668",Registered,Land grabbing case involving 78 acres of disputed property.
4847,123,2024-01-21 09:19:51,Phishing,"869, Saket, Kota - 321559",Under Investigation,"Fraud case involving fake documents and financial transactions worth Rs. 4,589,022."
4848,41,2023-08-26 09:01:23,Fraud,"432, Brigade Road, Srinagar - 578164",Closed - Final Report,"Corruption case against public official, bribe amount Rs. 2,392,310 involved."
4849,127,2024-07-12 20:31:45,Cyber Crime,"453, Juhu, Ghaziabad - 659582",Charge Sheet Filed,"Insurance fraud case with fraudulent claims worth Rs. 3,769,958."
4850,140,2021-02-26 09:08:59,Online Harassment,"108, Hennur, Lucknow - 741464",Charge Sheet Filed,"Money laundering investigation with suspicious transactions totaling Rs. 257,708."
